  9.96999999999999970E-003   1.0099895867277999       1.73894527523024299E-004
  9.94000000000000092E-003   1.0087045839764259       1.83493655336254591E-006
  9.91000000000000041E-003   1.0086997877980723       1.87591434469288592E-006
  9.87999999999999989E-003   1.0086891863731122       1.79799417696687353E-006
  9.84999999999999938E-003   1.0086648738569224       1.82242677064250755E-006
  9.82000000000000060E-003   1.0086793003089041       1.82203429632787246E-006
  9.79000000000000009E-003   1.0086542808731758       1.83499311411165696E-006
  9.75999999999999958E-003   1.0086247082446163       1.80241179395844658E-006
  9.73000000000000080E-003   1.0086290940340032       1.84465602924748836E-006
  9.70000000000000029E-003   1.0086203772321538       1.80293768718779901E-006
  9.66999999999999978E-003   1.0085910930982771       1.82091749760788828E-006
  9.64000000000000100E-003   1.0085927441163858       1.77660761098399091E-006
  9.61000000000000049E-003   1.0085796648524115       1.75018967821824611E-006
  9.57999999999999997E-003   1.0085439977653348       1.77095942248878591E-006
  9.54999999999999946E-003   1.0085368061778892       1.78151137111058467E-006
  9.52000000000000068E-003   1.0085068638280117       1.77828645501831378E-006
  9.49000000000000017E-003   1.0085106994046011       1.71900567543893620E-006
  9.45999999999999966E-003   1.0085004648774283       1.71563629661829306E-006
  9.43000000000000088E-003   1.0084686104913518       1.76595224094567574E-006
  9.40000000000000037E-003   1.0084635997323024       1.68666536922871979E-006
  9.36999999999999986E-003   1.0084483871113143       1.77704450836316069E-006
  9.34000000000000108E-003   1.0084531758039017       1.71718152031288416E-006
  9.31000000000000057E-003   1.0084258986780590       1.74355893516843539E-006
  9.28000000000000005E-003   1.0083999750179489       1.70640141203556302E-006
  9.24999999999999954E-003   1.0084023265930613       1.74680345551718930E-006
  9.22000000000000076E-003   1.0083902681360803       1.72645965190736622E-006
  9.19000000000000025E-003   1.0083706800986896       1.64092464748601477E-006
  9.15999999999999974E-003   1.0083574373603401       1.65934323591804752E-006
  9.13000000000000096E-003   1.0083317850392592       1.70177614457726822E-006
  9.10000000000000045E-003   1.0083226668881247       1.65733272523846732E-006
  9.06999999999999994E-003   1.0082991280785418       1.64378354078686549E-006
  9.03999999999999942E-003   1.0082921154318849       1.66754371605483087E-006
  9.01000000000000065E-003   1.0082787933173925       1.58147060778499331E-006
  8.98000000000000013E-003   1.0082745701737099       1.68214844183158118E-006
  8.94999999999999962E-003   1.0082406866020850       1.64863607794699415E-006
  8.92000000000000084E-003   1.0082392919369005       1.63241647100852535E-006
  8.89000000000000033E-003   1.0082321445896238       1.61501660297964641E-006
  8.85999999999999982E-003   1.0082282166489220       1.61982453146309587E-006
  8.83000000000000104E-003   1.0081883756786041       1.60014512454887220E-006
  8.80000000000000053E-003   1.0081810020085553       1.66542841034325937E-006
  8.77000000000000002E-003   1.0081617983257978       1.58848439251561335E-006
  8.73999999999999951E-003   1.0081528627530014       1.61688631292608657E-006
  8.71000000000000073E-003   1.0081388387401247       1.59979350267084401E-006
  8.68000000000000022E-003   1.0081170826189760       1.57968287685195127E-006
  8.64999999999999970E-003   1.0081032104343197       1.61848086270815245E-006
  8.62000000000000093E-003   1.0081018462876701       1.59960430037349519E-006
  8.59000000000000041E-003   1.0080739950039255       1.64562185609518008E-006
  8.55999999999999990E-003   1.0080620548151471       1.54478711028678847E-006
  8.52999999999999939E-003   1.0080656067161839       1.62276867257308091E-006
  8.50000000000000061E-003   1.0080387921319061       1.57597912422886990E-006
  8.47000000000000010E-003   1.0080201777903963       1.58943505788394726E-006
  8.43999999999999959E-003   1.0080125307294734       1.56540823563111789E-006
